beta_norm_mean,Market Sharpe Ratio,Expected Return,Volatility,R2,SR,IR,Alpha,Precision,Recall,Accuracy,feature_complexity_ratio,param_complexity_ratio,n_params,hidden_size,train_window,num_layers,dropout,seq_len
8.186998572278151,0.6361514499216312,0.6827064112532811,3.7487385366723096,-0.9023759275760967,0.1821163051449589,0.1707143239660931,0.0533302804178045,0.6079632465543645,0.6117103235747303,0.5347985347985348,1.1666666666666667,514.75,6177,32,12,1,0.1,12
10.534521483091778,0.6361514499216312,0.6901899795266921,3.770956806449631,-0.9073915976588816,0.1830278136164886,0.1730436497040155,0.0543783440553535,0.6110260336906586,0.6147919876733436,0.5384615384615384,1.1666666666666667,1712.0833333333333,20545,64,12,1,0.1,12
14.123882484433334,0.6361514499216312,0.6764070093620832,3.7762198715370503,-0.9063929827999702,0.1791227821400035,0.1709735138586665,0.0538027983783009,0.6123076923076923,0.613251155624037,0.5393772893772893,1.1666666666666667,6154.75,73857,128,12,1,0.1,12
9.402547801986636,0.6724513096819877,0.3804579997997449,3.279993159516041,-0.6783379201501323,0.1159935345279442,0.0346953465531613,0.0094833749467839,0.5918674698795181,0.6140625,0.5149812734082397,0.3888888888888889,171.58333333333334,6177,32,36,1,0.1,12
12.562272961340495,0.6724513096819877,0.3149227799996428,4.098124246941575,-1.1112785582113154,0.0768455910614885,0.0070586152273593,0.0024105901844227,0.603448275862069,0.6015625,0.5243445692883895,0.3888888888888889,570.6944444444445,20545,64,36,1,0.1,12
16.9059630497021,0.6724513096819877,0.2565775689300174,4.504368379479746,-1.4233476374753111,0.0569619416784139,0.0086324540326065,0.0032403127484821,0.6039279869067103,0.5765625,0.5196629213483146,0.3888888888888889,2051.5833333333335,73857,128,36,1,0.1,12
9.484101731864078,0.6781657446624462,0.6591828627936027,2.6745026342781473,-0.377011314665322,0.246469326425441,0.1130627907001946,0.0251988942972091,0.6011994002998501,0.6385350318471338,0.5277777777777778,0.2333333333333333,102.95,6177,32,60,1,0.1,12
12.783326700980115,0.6781657446624462,0.615669485003098,3.3827951908415717,-0.6524735170628753,0.1820002247460721,0.0851100361744203,0.0239924850885984,0.6198473282442748,0.6464968152866242,0.5488505747126436,0.2333333333333333,342.4166666666667,20545,64,60,1,0.1,12
17.66839986692222,0.6781657446624462,0.2660569775153018,3.8845265575676367,-0.9867992931056536,0.0684914811554018,0.0059977454889848,0.001941533469791,0.5993640699523053,0.6003184713375797,0.5181992337164751,0.2333333333333333,1230.95,73857,128,60,1,0.1,12
12.571087779830618,0.6361514499216312,0.6806549734134048,3.852823411261866,-0.9595291611369828,0.1766639424542114,0.1673008605840122,0.0537150560318616,0.6120556414219475,0.6101694915254238,0.5384615384615384,1.1666666666666667,1218.75,14625,32,12,2,0.1,12
