Date,ES=F,^AEX,^AXJO,^FCHI,^FTSE,^GDAXI,^GSPTSE,^IBEX,^N225,^OMX,^SSMI,^STOXX50E,^TNX
2008-01-28,1354.5,439.32000732421875,,4848.2998046875,,,,,,,7581.7001953125,3765.409912109375,3.5859999656677246
2008-01-29,1362.0,446.0799865722656,5716.5,4941.4501953125,,,,,,,7704.39990234375,3810.010009765625,3.6579999923706055
2008-01-30,1350.5,443.0400085449219,5618.7001953125,4873.56982421875,,,,,,,7671.7998046875,3789.31005859375,3.7330000400543213
2008-01-31,1379.5,441.3299865722656,5650.2998046875,4869.7900390625,,,,,,,7670.39990234375,3792.800048828125,3.6389999389648438
2008-02-01,1397.0,451.6099853515625,5842.89990234375,4978.06005859375,,,,,,,7816.0,3867.469970703125,3.5999999046325684
2008-02-04,1378.75,451.9100036621094,5867.39990234375,4973.64013671875,,,,,,,7751.7001953125,3867.159912109375,3.6429998874664307
2008-02-05,1343.25,436.80999755859375,5792.89990234375,4776.85986328125,,,,,,,7517.39990234375,3717.080078125,3.5869998931884766
2008-02-06,1330.0,442.3299865722656,5609.39990234375,4816.43017578125,,,,,,,7565.5,3760.1201171875,3.614000082015991
2008-02-07,1340.25,432.1499938964844,5596.7001953125,4723.7998046875,,,,,,,7420.0,3699.2900390625,3.7360000610351562
2008-02-08,1330.25,432.1000061035156,5658.0,4709.64990234375,,,,,,,7447.0,3701.169921875,3.6540000438690186
2008-02-11,1338.25,427.739990234375,5537.60009765625,4682.7001953125,,,,,,,7347.5,3678.159912109375,3.618000030517578
2008-02-12,1349.75,443.8900146484375,5608.10009765625,4840.7099609375,,,,,,,7546.89990234375,3803.760009765625,3.678999900817871
2008-02-13,1363.75,444.17999267578125,5542.10009765625,4855.39990234375,,,,,,,7536.5,3803.2099609375,3.694000005722046
2008-02-14,1351.0,442.5299987792969,5684.7998046875,4858.64990234375,,,,,,,7502.0,3797.889892578125,3.818000078201294
2008-02-15,1351.25,434.80999755859375,5606.60009765625,4771.7900390625,,,,,,,7353.0,3719.280029296875,3.7799999713897705
2008-02-18,,444.6199951171875,5558.39990234375,4861.7998046875,,,,,,,7486.7001953125,3759.1201171875,
2008-02-19,1355.5,448.7699890136719,5619.10009765625,4885.830078125,,,,,,,7462.7001953125,3805.27001953125,3.875
2008-02-20,1359.0,446.69000244140625,5496.5,4812.81005859375,,,,,,,7381.60009765625,3758.469970703125,3.9170000553131104
2008-02-21,1347.0,453.1400146484375,5583.39990234375,4858.85009765625,,,,,,,7486.10009765625,3778.2099609375,3.7839999198913574
2008-02-22,1355.5,451.6300048828125,5559.89990234375,4824.5498046875,,,,,,,7454.7998046875,3737.110107421875,3.7899999618530273
2008-02-25,1371.5999755859375,459.010009765625,5621.60009765625,4919.259765625,,,,,,,7615.7998046875,3798.989990234375,3.9019999504089355
2008-02-26,1382.75,464.3399963378906,5666.10009765625,4973.06982421875,,,,,,,7743.2001953125,3855.030029296875,3.859999895095825
2008-02-27,1380.5,462.5799865722656,5767.2001953125,4968.81982421875,,,,,,,7782.5,3856.68994140625,3.8499999046325684
2008-02-28,1365.75,452.9100036621094,5651.2001953125,4865.22998046875,,,,,,,7663.0,3784.27001953125,3.7149999141693115
2008-02-29,1331.25,446.5299987792969,5572.10009765625,4790.66015625,,,,,,,7533.89990234375,3724.5,3.5339999198913574
2008-03-03,1332.0,441.4800109863281,5405.7998046875,4742.66015625,,,,,,,7403.89990234375,3675.510009765625,3.5339999198913574
2008-03-04,1327.0,436.29998779296875,5380.2998046875,4675.91015625,,,,,,,7276.0,3610.199951171875,3.5789999961853027
2008-03-05,1335.5,444.3999938964844,5376.60009765625,4756.419921875,,,,,,,7338.7998046875,3684.5400390625,3.693000078201294
2008-03-06,1308.0,437.2699890136719,5435.5,4678.0498046875,,,,,,,7269.89990234375,3617.679931640625,3.621999979019165
2008-03-07,1292.75,435.0899963378906,5264.0,4618.9599609375,,,,,,,7174.10009765625,3576.679931640625,3.5409998893737793
2008-03-10,1275.5,427.9599914550781,5180.39990234375,4566.990234375,,,,,,,7055.0,3546.10009765625,3.437999963760376
2008-03-11,1324.0,433.6400146484375,5134.2001953125,4627.68994140625,,,,,,,7143.0,3606.590087890625,3.5959999561309814
2008-03-12,1309.5,439.80999755859375,5257.89990234375,4697.10009765625,,,,,,,7245.0,3647.639892578125,3.4830000400543213
2008-03-13,1313.25,434.54998779296875,5135.89990234375,4630.18994140625,,,,,,,7251.7001953125,3599.580078125,3.5339999198913574
2008-03-14,1291.5,432.29998779296875,5206.89990234375,4592.14990234375,,,,,,,7132.0,3566.590087890625,3.4210000038146973
2008-03-17,1278.5,415.9200134277344,5087.0,4431.0400390625,,,,,,,6774.2998046875,3431.820068359375,3.313999891281128
2008-03-18,1332.5,427.4800109863281,5086.10009765625,4582.58984375,,,,,,,7013.89990234375,3558.659912109375,3.4509999752044678
2008-03-19,1298.5,426.94000244140625,5289.10009765625,4555.9501953125,,,,,,,7073.0,3529.5400390625,3.361999988555908
2008-03-20,1302.6400146484375,425.7900085449219,5127.5,4533.72021484375,,,,,,,7009.89990234375,,3.328000068664551
2008-03-24,1351.5,,,,,,,,,,,,3.5220000743865967
2008-03-25,1351.5,437.0,5318.39990234375,4692.0,,,,,,,7234.39990234375,3632.590087890625,3.492000102996826
2008-03-26,1335.5,438.1099853515625,5381.39990234375,4676.68017578125,,,,,,,7184.5,3611.449951171875,3.49399995803833
2008-03-27,1329.75,441.9800109863281,5371.60009765625,4719.52978515625,,,,,,,7265.0,3652.110107421875,3.5339999198913574
2008-03-28,1319.0,440.989990234375,5351.10009765625,4695.919921875,,,,,,,7239.39990234375,3641.050048828125,3.4660000801086426
2008-03-31,1324.0,442.42999267578125,5355.7001953125,4707.06982421875,,,,,,,7224.2998046875,3628.06005859375,3.431999921798706
2008-04-01,1370.5,453.6199951171875,5361.2001953125,4866.0,,,,,,,7494.2998046875,3753.550048828125,3.5450000762939453
2008-04-02,1371.0,456.95001220703125,5502.89990234375,4911.97021484375,,,,,,,7596.60009765625,3797.89990234375,3.5829999446868896
2008-04-03,1373.5,455.29998779296875,5608.89990234375,4887.8701171875,,,,,,,7516.2001953125,3774.93994140625,3.5910000801086426
2008-04-04,1372.0,460.80999755859375,5619.60009765625,4900.8798828125,,,,,,,7573.5,3795.199951171875,3.4809999465942383
2008-04-07,1372.25,465.3800048828125,5625.0,4944.60009765625,,,,,,,7639.2998046875,3828.4599609375,3.555999994277954
2008-04-08,1371.0,464.44000244140625,5571.5,4912.68994140625,,,,,,,7568.10009765625,3810.510009765625,3.558000087738037
2008-04-09,1360.25,461.2699890136719,5520.2001953125,4874.97021484375,,,,,,,7403.10009765625,3775.929931640625,3.4660000801086426
2008-04-10,1362.75,459.4800109863281,5446.39990234375,4859.419921875,,,,,,,7312.60009765625,3758.050048828125,3.5320000648498535
2008-04-11,1335.5,453.42999267578125,5439.2998046875,4797.93017578125,,,,,,,7259.0,3699.989990234375,3.4709999561309814
2008-04-14,1331.25,450.760009765625,5342.39990234375,4766.490234375,,,,,,,7139.5,3671.280029296875,3.503000020980835
2008-04-15,1336.0,453.2799987792969,5400.39990234375,4780.68017578125,,,,,,,7187.39990234375,3690.75,3.569999933242798
2008-04-16,1371.0,463.2200012207031,5470.2998046875,4855.10009765625,,,,,,,7250.7001953125,3748.56005859375,3.696000099182129
2008-04-17,1372.25,462.5400085449219,5519.0,4862.14013671875,,,,,,,7173.60009765625,3725.22998046875,3.7290000915527344
2008-04-18,1388.0,474.75,5429.7001953125,4961.68994140625,,,,,,,7418.0,3808.590087890625,3.743000030517578
2008-04-21,1388.25,470.6700134277344,5600.2998046875,4910.35009765625,,,,,,,7394.89990234375,3769.889892578125,3.7119998931884766
2008-04-22,1380.75,466.0799865722656,5564.60009765625,4872.64013671875,,,,,,,7328.89990234375,3736.1201171875,3.7200000286102295
2008-04-23,1378.5,471.239990234375,5652.89990234375,4944.64990234375,,,,,,,7324.5,3763.550048828125,3.7300000190734863
2008-04-24,1386.0,466.1400146484375,5587.2998046875,4929.5498046875,,,,,,,7460.5,3761.9599609375,3.8269999027252197
2008-04-25,1397.0,467.8399963378906,,4978.2099609375,,,,,,,7509.5,3794.389892578125,3.865999937057495
2008-04-28,1397.5,472.20001220703125,5602.7001953125,5012.75,,,,,,,7550.10009765625,3814.760009765625,3.8350000381469727
2008-04-29,1391.25,471.2200012207031,5606.89990234375,4977.10009765625,,,,,,,7462.0,3793.6298828125,3.825000047683716
2008-04-30,1386.0,475.55999755859375,5595.39990234375,4996.5400390625,,,,,,,7529.0,3825.02001953125,3.759000062942505
2008-05-01,1411.5,,5585.7998046875,,,,,,,,,,3.749000072479248
2008-05-02,1415.75,481.2099914550781,5700.39990234375,5069.7099609375,,,,,,,7665.7998046875,3877.5,3.8450000286102295
2008-05-05,1408.25,481.3800048828125,5730.2998046875,5063.35986328125,,,,,,,7658.2998046875,3872.14990234375,3.8450000286102295
2008-05-06,1420.75,480.6600036621094,5701.39990234375,5040.919921875,,,,,,,7543.7001953125,3845.080078125,3.8929998874664307
2008-05-07,1395.25,485.29998779296875,5668.39990234375,5075.31005859375,,,,,,,7639.2001953125,3871.780029296875,3.867000102996826
2008-05-08,1392.0,484.6099853515625,5723.2001953125,5055.580078125,,,,,,,7586.10009765625,3855.860107421875,3.805000066757202
2008-05-09,1389.0,480.3999938964844,5771.7998046875,4960.56005859375,,,,,,,7484.0,3801.590087890625,3.7669999599456787
2008-05-12,1404.75,482.07000732421875,5828.5,4976.2099609375,,,,,,,,,3.7750000953674316
2008-05-13,1404.75,480.4800109863281,5812.7001953125,4998.669921875,,,,,,,7578.2998046875,3817.070068359375,3.9089999198913574
2008-05-14,1407.75,488.3900146484375,5872.7001953125,5055.240234375,,,,,,,7594.60009765625,3857.4599609375,3.937999963760376
2008-05-15,1424.5,489.8999938964844,5890.7001953125,5057.509765625,,,,,,,7683.39990234375,3854.860107421875,3.8429999351501465
2008-05-16,1425.75,490.7799987792969,5931.0,5078.0400390625,,,,,,,7653.7001953125,3862.909912109375,3.8499999046325684
2008-05-19,1429.75,496.1199951171875,5949.39990234375,5142.10009765625,,,,,,,7778.89990234375,3882.280029296875,3.8389999866485596
2008-05-20,1417.5,487.2699890136719,5908.10009765625,5054.8798828125,,,,,,,7626.60009765625,3822.31005859375,3.7760000228881836
2008-05-21,1393.0,487.6199951171875,5823.39990234375,5027.5498046875,,,,,,,7574.2998046875,3794.1298828125,3.822000026702881
2008-05-22,1393.25,485.6099853515625,5826.89990234375,5028.740234375,,,,,,,7578.0,3793.030029296875,3.9210000038146973
2008-05-23,1373.5,478.3900146484375,5768.0,4933.77001953125,,,,,,,7459.89990234375,3725.820068359375,3.8310000896453857
2008-05-26,,478.2900085449219,5707.0,4937.83984375,,,,,,,7363.89990234375,3724.89990234375,
2008-05-27,1384.75,473.8399963378906,5714.39990234375,4906.56005859375,,,,,,,7418.0,3711.030029296875,3.9210000038146973
2008-05-28,1391.5,481.6600036621094,5648.10009765625,4971.10986328125,,,,,,,7474.5,3743.179931640625,4.008999824523926
2008-05-29,1397.75,483.80999755859375,5709.39990234375,4975.89990234375,,,,,,,7541.7998046875,3752.239990234375,4.078999996185303
2008-05-30,1400.5,485.5199890136719,5654.7001953125,5014.27978515625,,,,,,,7511.2998046875,3777.85009765625,4.046000003814697
2008-06-02,1385.5,479.1499938964844,5662.2998046875,4935.2099609375,,,,,,,7555.7001953125,3720.5,3.9709999561309814
2008-06-03,1378.5,483.8999938964844,5574.2001953125,4983.7099609375,,,,,,,7590.39990234375,3737.340087890625,3.8980000019073486
2008-06-04,1377.5,478.57000732421875,5584.5,4915.06982421875,,,,,,,7514.47998046875,3699.050048828125,3.940000057220459
2008-06-05,1405.25,482.260009765625,5530.10009765625,4907.06005859375,,,,,,,7567.22998046875,3682.830078125,4.025000095367432
2008-06-06,1359.5,471.2300109863281,5592.10009765625,4795.31982421875,,,,,,,7386.419921875,3596.699951171875,3.937999963760376
2008-06-09,1363.5,469.82000732421875,,4799.3798828125,,,,,,,7325.89990234375,3597.340087890625,3.992000102996826
2008-06-10,1356.25,464.19000244140625,5437.5,4761.080078125,,,,,,,7284.2099609375,3574.699951171875,4.098999977111816
2008-06-11,1335.75,456.3399963378906,5467.2998046875,4660.91015625,,,,,,,7167.2998046875,3509.389892578125,4.072999954223633
2008-06-12,1341.0,459.1099853515625,5329.2001953125,4672.2998046875,,,,,,,7222.7900390625,3542.590087890625,4.204999923706055
2008-06-13,1357.5,459.9599914550781,5378.10009765625,4682.2998046875,,,,,,,7261.3701171875,3562.669921875,4.261000156402588
2008-06-16,1357.75,458.70001220703125,5371.7001953125,4657.740234375,,,,,,,7238.27001953125,3532.830078125,4.244999885559082
2008-06-17,1351.0,459.8299865722656,5422.7001953125,4686.330078125,,,,,,,7251.419921875,3555.580078125,4.224999904632568
2008-06-18,1337.0,450.57000732421875,5443.2001953125,4618.75,,,,,,,7182.56005859375,3507.969970703125,4.1539998054504395
2008-06-19,1340.0,446.67999267578125,5366.60009765625,4591.39013671875,,,,,,,7158.93994140625,3486.7099609375,4.198999881744385
2008-06-20,1339.280029296875,437.3299865722656,5288.2998046875,4509.27001953125,,,,,,,7069.43994140625,3426.580078125,4.13700008392334
2008-06-23,1318.25,437.44000244140625,5283.7001953125,4511.3701171875,,,,,,,7026.919921875,3427.330078125,4.168000221252441
2008-06-24,1315.5,437.3800048828125,5290.0,4473.759765625,,,,,,,7026.080078125,3404.52001953125,4.105000019073486
2008-06-25,1322.5,439.55999755859375,5237.7998046875,4536.2900390625,,,,,,,7081.3701171875,3460.39990234375,4.114999771118164
2008-06-26,1284.5,426.0299987792969,5307.0,4426.18994140625,,,,,,,6949.72998046875,3366.35009765625,4.0329999923706055
2008-06-27,1280.0,425.9200134277344,5237.0,4397.31982421875,,,,,,,6861.5400390625,3340.27001953125,3.990000009536743
2008-06-30,1281.0,425.92999267578125,5215.2998046875,4434.85009765625,,,,,,,6958.509765625,3352.81005859375,3.9790000915527344
2008-07-01,1286.25,414.5199890136719,5138.89990234375,4341.2099609375,,,,,,,6849.669921875,3292.860107421875,3.992000102996826
2008-07-02,1262.75,408.3999938964844,5094.7998046875,4296.47998046875,,,,,,,6843.75,3288.52001953125,3.9590001106262207
2008-07-03,1265.0,408.54998779296875,4998.2998046875,4343.990234375,,,,,,,6844.06005859375,3330.89990234375,3.9730000495910645
2008-07-04,,403.3599853515625,5082.10009765625,4266.0,,,,,,,6772.740234375,,
2008-07-07,1251.75,411.1199951171875,5002.5,4342.58984375,,,,,,,6815.72998046875,3332.659912109375,3.930000066757202
2008-07-08,1273.75,402.7900085449219,4932.89990234375,4275.60986328125,,,,,,,6788.1298828125,3287.60009765625,3.880000114440918
2008-07-09,1248.0,410.8299865722656,5011.89990234375,4339.66015625,,,,,,,6921.43994140625,3342.47998046875,3.8340001106262207
2008-07-10,1254.5,401.92999267578125,4937.39990234375,4231.56005859375,,,,,,,6803.06982421875,3283.010009765625,3.811000108718872
2008-07-11,1239.75,391.9800109863281,4979.89990234375,4100.64013671875,,,,,,,6638.89013671875,3197.780029296875,3.940000057220459
2008-07-14,1228.25,395.3500061035156,4921.0,4142.52978515625,,,,,,,6675.259765625,3216.239990234375,3.880000114440918
2008-07-15,1211.5,383.6600036621094,4815.7001953125,4061.14990234375,,,,,,,6561.97998046875,3142.72998046875,3.8440001010894775
2008-07-16,1241.0,383.989990234375,4870.60009765625,4112.4501953125,,,,,,,6583.490234375,3174.760009765625,3.934000015258789
2008-07-17,1253.5,392.6600036621094,4901.0,4225.990234375,,,,,,,6739.16015625,3256.090087890625,4.038000106811523
2008-07-18,1260.5,395.94000244140625,4840.39990234375,4299.35986328125,,,,,,,6827.31005859375,3321.530029296875,4.080999851226807
2008-07-21,1261.5,400.3599853515625,5011.7998046875,4327.14013671875,,,,,,,6858.22021484375,3333.919921875,4.066999912261963
2008-07-22,1274.25,400.20001220703125,5005.60009765625,4327.259765625,,,,,,,6922.25,3326.239990234375,4.0970001220703125
2008-07-23,1282.5,405.3800048828125,5105.2998046875,4408.740234375,,,,,,,7058.240234375,3387.5,4.1479997634887695
2008-07-24,1253.75,396.6499938964844,5144.10009765625,4347.990234375,,,,,,,7056.93017578125,3354.580078125,4.015999794006348
2008-07-25,1253.75,395.7699890136719,4970.5,4377.18017578125,,,,,,,7015.02978515625,3351.1298828125,4.111000061035156
2008-07-28,1235.0,392.9800109863281,4922.10009765625,4324.4501953125,,,,,,,6968.93017578125,3313.409912109375,4.01800012588501
2008-07-29,1261.75,395.1000061035156,4847.39990234375,4320.490234375,,,,,,,6993.2998046875,3324.860107421875,4.044000148773193
2008-07-30,1284.75,404.3900146484375,4936.7001953125,4400.5498046875,,,,,,,7108.91015625,3367.330078125,4.047999858856201
2008-07-31,1267.0,399.95001220703125,4977.39990234375,4392.35986328125,,,,,,,7141.2099609375,3367.820068359375,3.9790000915527344
2008-08-01,1260.25,394.5299987792969,4904.0,4314.33984375,,,,,,,,,3.947999954223633
2008-08-04,1248.75,392.4800109863281,4887.7001953125,4280.6298828125,,,,,,,7078.22021484375,3289.260009765625,3.9719998836517334
2008-08-05,1283.0,403.4599914550781,4820.39990234375,4386.35009765625,,,,,,,7190.77978515625,3380.090087890625,4.006999969482422
2008-08-06,1287.75,410.510009765625,4969.10009765625,4448.330078125,,,,,,,7209.33984375,3409.02001953125,4.047999858856201
2008-08-07,1268.0,405.69000244140625,4983.2998046875,4457.43017578125,,,,,,,7182.06982421875,3397.25,3.934999942779541
2008-08-08,1292.25,408.5199890136719,4986.2001953125,4491.85009765625,,,,,,,7262.10009765625,3408.47998046875,3.950000047683716
2008-08-11,1305.0,412.1300048828125,5026.10009765625,4538.490234375,,,,,,,7337.72998046875,3445.659912109375,4.001999855041504
2008-08-12,1291.5,415.55999755859375,5053.60009765625,4518.47998046875,,,,,,,7301.83984375,3436.85009765625,3.9179999828338623
2008-08-13,1284.5,410.3299865722656,4951.60009765625,4402.97021484375,,,,,,,7193.5,3354.75,3.947000026702881
